row_number,review_selected,sentiment,sentimiento
1694,"A pesar de un pequeño puñado de escenas bien ejecutadas, esta entrada (la cuarta) se siente cansada.Toshiharu Ikeda, quien dirigió la magnífica leyenda de la sirena y la película de salpicaduras japonesas seminales, la malvada trampa muerta, muestra poco entusiasmo por la premisa rancio.A Malscreant se obsesiona con una mujer externa conservadora que apareció de mala gana en una sesión de fotos porno.Se produce acosamiento predecible, acosamiento, asalto y violación. El elemento básico del porno romano es sexo.Y sexo mezclado con violencia.Tanto los sujetos potencialmente emocionantes, para estar seguros, pero no cuando se hacen tan poco esfuerzo para hacerlos frescos.Una escena de la masturbación en la que una mujer obliga a los lápices de su apertura (a través del condón) es muy poco torcedura hasta tarde. La motiva de la lluvia de la serie continúa y la escena final de la película trae alivio.",negative,negativo
1695,"(This review is based on the English language version)Orson Welles' legendary unfinished epic was just that - unfinished. It should have been left as such, not thrown together in this clumsy, boring compilation of whatever material was available.While I'm sure it was done with the best of intentions, the filmmakers have not only failed to do justice to Welles' vision, they've also managed to discredit it by inflicting this version upon audiences.The first thing that strikes the viewer is the amateurish quality of the audio. Not only are the newly dubbed voices rather poor performances, they're also inconsistent - Welles' original recordings (using his own voice, as he often did) have been retained in a handful of scenes, & they don't match at all. There hasn't been the slightest attempt at consistency. Add to that an extremely empty sound mix which has only a bare minimum of sound effects & atmos - a long sequence during a huge festival (including the running of the bulls) sounds like it was recorded in a deserted suburban street with about three people making the sound of a crowd that's meant to be in the thousands.However, the real problem is the unavoidable fact that 'Don Quixote' was incomplete, & it's glaringly obvious from watching this. The film consists of a handful of scenes strung together & dragged out to ridiculous lengths just to make up the running time. Case in point - the sequence where Sancho searches for Don Quixote in the city goes on forever. It's just Sancho approaching people in the crowd, asking them the same questions over & over again - there is no way that Welles could ever have intended using every single take in its entirety, but that's what appears here. It lasts over twelve minutes, when, in fact, it would most likely have lasted about two minutes absolute maximum in a proper finished version of the film. While the start of the film is relatively complete & rather well done, the rest has massive holes which simply can't be filled with endless overlay of Spanish countryside & still more shots of Don Quixote & Sancho going back & forth. There's also no ending. No resolution, no conclusion, no punchline, no point.Although there is material in private collections that was unavailable to the filmmakers, that couldn't possibly account for what would be required to make this into a complete, coherent work. Welles simply didn't complete shooting, largely due to the fact that his lead actor died before they could finish.However, putting aside the fact that it wasn't complete, & never could be, one would think that just seeing a collection of footage from this masterpiece that might have been would be enough. Unfortunately, by putting it all together in such a slipshod manner, one is left with a very negative impression of the film overall. In particular, what was clearly a terrific performance from Akim Tamiroff as Sancho is utterly ruined with the new voice & with long, drawn out scenes that eventually cause him to be simply irritating.Orson Welles' vision for this film was something far more ambitious & complex than a simple retelling of the story of Don Quixote, but that's what has been attempted here, & as such, the point is lost. The only person who could have assembled all the material into anything worthwhile would have been Welles himself, & he didn't.The footage could have been put to far better use in a documentary chronicling the whole saga of Welles trying to make the film. Welles himself even came up with the perfect title for such a doco: ""When Are You Going To Finish Don Quixote?""",negative,negativo
1696,"Vio el movimiento mientras estaba en París en mayo de 2006 ... estaba debatiendo entre eso y la misión imposible ... Me alegro mucho de elegir OSS 117 no solo porque era gracioso, sino que también podía ver una película francesa mientras estaba en Francia.Me lo pasé muy bien ... lo recomendaría.Es importante entender que la Sociedad Francesa de hoy disfrute realmente el humor de esta película ... no puedo esperar a que salga el DVD ... No sé cómo algunos de los juegos de palabras 'Jeu de mots' ''Sería traducido en inglés. ¡Ciertamente lo compraré cuando salga!PDVi en 'Brice de Nice', que es una película protagonizada por Dujardin de que todos los niños hablaban en Francia.Esta película es una comedia, pero Sillier de lo que se puede imaginar ... Al comparar ambas películas, tengo que decir que Dujardin hizo un buen trabajo en OSS 117.",positive,positivo
1697,"Vi esto recientemente en un canal de cable.La película es genial;Es uno de los pocos musicales que he visto, eso no se aleja de la luz y la oscuridad.Retrata a algunos del esplendor de la edad, junto con mucha escalor.Algunas de las secuencias de baile de la pieza se están pasando tanto, no sabía dónde mirar a continuación.Un día iré a ver esto en la pantalla grande, así que veo lo que está sucediendo.Pero lo que realmente levanta esto a otro nivel es el rendimiento de Oliver Reed como Bill Sykes.No solo es un hombre muy malo y amenazante, pero hay algo más, algunos demonios internos.Me dio la impresión de que si lo empujas a un rincón, era capaz de cualquier cosa.Era casi como si el personaje de Sykes estuviera al borde de la locura, solo esperando el gatillo.He visto al Bill Sykes de Robert Newton de la película de 1948, y pensé que era ""solo"" un huevo malo, pero el desempeño de Oliver Reed me intimidó en mi propia sala de estar.",positive,positivo
1698,"LCDR Tom Dodge, despite having a reputation among submariners as a renegade and maverick (*note to reader: Maverick does not mean ""Tom Cruise"" Maverick means ""non-conformist""), is actually an intelligence operative for the Vice Admiral of his submarine fleet The Vice-Admiral is concerned about our old friends the Russians hosting yard sales with their old diesel fleets Countries like Lybia, North Korea or Iraq would love to get their hands on this baby and slip a nuclear warhead into Norfolk Harbour or Mayport, Florida And this was 6-7 years before 9/11The Admiral assigns Dodge to assume command of a moth-balled WWII diesel sub and mount an exercise against the surface fleet and the USS ORLANDO, a top of the line fast attack sub Dodge takes command and in no time whips up the bad news bears err I mean his lovable group of oddball submariners into warriors Despite having ""welcome aboard"" tattooed on his penis, he is a competent and fair commander, he does not choose favorites and he delegates authority in a responsible manner The US NAVY could not have come up with a finer piece of recruitment propaganda than this handsomely made under-appreciated gem from the creator of ""Police Academy""",positive,positivo
1699,"What an awful adaptation. The worst part was the music. Saxophone muzak and synthesizers playing in a story set in the early 1800's?????? The only character that didn't bore me to sleep was Robert Hardy. I had to fight to keep my eyes open on this one, and I love Jane Austen movies usually. I didn't even rent it, I borrowed it from the library. They should have paid me to take it. I don't quite understand how Catherine and Henry managed a passionate kiss at the end when throughout the movie they had no chemistry or indication whatsoever that they cared for one another. Isabella and her brother were way overdone; it was no secret to me immediately that she and her brother were the ""bad guys"" and part of the excitement of Jane Austen movies is the discovery that who you think is good, isn't. This is probably on my list of the ten worst movies I've seen.",negative,negativo
1700,"La película con su único conjunto, el fundido mínimo y la fotografía sencilla (a excepción de un par de efectos especiales breves) me recuerda a uno de esos viejos 60 minutos de dramas de Playhouse, tan populares durante los primeros años de la televisión. No obstante, el suspenso cuelga pesado sobre la viuda de la guerra de la guerra pobre Ida Lupino, ya que trata de lidiar con su manitas semi-psicótica Robert Ryan, antes de que uno de sus cambios de estado de ánimo lo mata. Y quién es mejor jugar la parte problemática que ese gran actor Ryan. No era muy versátil, observándolo, la comedia de ensayo es casi dolorosa. Pero nadie fue mejor en el idealismo herido (en terreno peligroso) o el dolor psíquico de esta película. Pocos actores podrían expresar tanto con sus ojos como esta figura magra y imponente. El problema de Lupino es que está encerrada en su casa con un hombre que es amable y amable un momento y se está librando al siguiente. El suspenso proviene de sus diversas táctiles para mantenerlo feliz mientras intenta escapar. Es un gerente de uñas todo el camino. Esta no es una de las muchas partes ""conmovedoras"" finas de Lupino en las que era tan buena. En su lugar, es un papel que muchas actrices menores podrían haberse manejado lo suficiente. Mi escena favorita es con Ryan y Bratty Teenager Margaret Whiting. Ryan ya está teniendo dificultades con su masculinidad y lo que otros dicen sobre él. Luego, cuando Whiting camina y encuentra que el ryan de aspecto atractivo, frotando el piso, ella comienza a ser tímida, coqueteando con su sexualidad en ciernes. Sensando problemas, Ryan la desvanece abruptamente, la delicadeza no es su traje fuerte. Insultado, Whiting ataca su masculinidad llamando a su trabajo ""Trabajo de mujeres"". Eso lo hace. Hasta ese momento, ha sido cortés y profesional con Lupino, tratando de ponerse en un camino normal. Pero Whiting ha golpeado su nervio crudo. Ahora hay que decir que pagar como rebosar por la puerta, dejando a Lupino para pagar el precio. Es una escena fascinante, hecha por expertos. En su lugar, esta es una de las docenas de películas producidas por Lupino y su esposo en un momento en que las audiencias se alejaban de estos pequeños blancos y blancos a favor de los espectáculos de pantalla ancha. Demasiado. Qué figura muy talentosa estaba detrás de la cámara y delante. Ella merece al menos un Oscar honorífico de una industria cinematográfica a la que contribuyó tanto.",positive,positivo
1701,"Esta película sufre del hecho de que durante años Hollywood no tenía ni idea de cómo empaquetar Jackie Chan para las masas. Sus películas de bajo presupuesto de Hong Kong fueron todos los thrillers cinéticos de ritmo rápido que destacan sus increíbles habilidades de gimnasia y talento para la comedia de luz. Sus primeras películas de Hollywood lo metieron en las mismas películas que estaban siendo envasadas para Stallone o Chuck Norris. No hay nada sobre el personaje de Chan en esta película que requiere que el personaje sea asiático, excepto por su ser la estrella. En sus películas de Hong Kong, Chan, nunca es aburrida, y las películas son una secuencia de artes marciales de fuego rápido tras otro, pero ""el protector"" no tiene vida en todo. Danny Aiello no se le da mucho para trabajar con tampoco y la falta de química entre los dos probablemente es más un resultado del guión y la dirección que cómo se juntaron los dos actores. Ambos han sido mejores en películas peores. Lo mejor de la película es la configuración de Hong Kong. La peor parte es la de la manera espantosa que Jackie Chan se desprende tan incoloro y monótono. No sería hasta que el Hecho en Canadá ""Rumble en el Bronx"" que Occidente finalmente descubriría cómo hacer una buena película Jackie Chan.",negative,negativo
1702,"The premise sucked me in, but it was clear about 30 seconds in that this was either David Lynch or something seriously terrible. Interesting to watch just to run through the fundamentalist laundry list. I can be a sucker for a stirring spiritual piece (Romero comes to mind), but there was nothing spiritual whatsoever about this one. The message seems to be that we must all pretend we have an iq of 80 (or simply get a lobotomy - Jennifer what happened to ya?) and blindly follow the Bible without any sort of self-examination whatsoever or we'll trigger the second coming. It's the kind of attitude that makes people fly jumbo jets into 110 story buildings (I work around the corner from the site of the former WTC). I like to think that God is a little greater than that.",negative,negativo
1703,"Había una buena acumulación de suspenso en todo. La cinematografía fue sorprendentemente buena considerando este presupuesto mínimo. Sin embargo, testigos de hechizos ocasionales de buena actuación, sin embargo, esto se desvía rápidamente por algunas líneas bastante cursi. Comprensiblemente, no habría gran parte de una conversación intelectual, sentándose en los árboles mientras un cocodrilo te está acechando. El silencio habría sido dorado aquí. Podría haber habido un juego más grande en suspenso que con débilización, ""me senté en el armario por miedo a mi hermano ..."" Algo me dice que hay una ligera diferencia en obtener una paliza de su hermano que ser comido por un croc de 15 pies poderosos. . Tú decides. A lo largo de la película, parece que no puedo encontrar una conexión o para esa materia, simpatía con los personajes, tal vez porque no desarrollan uno a lo largo de la película, personaje que es. Hay algunos buenos asustos ocasionales cuando el cocodrilo se escapa en los personajes, eclipsado nuevamente por algunas escenas cuestionables. En un caso, deberíamos estar aterrorizados por un oído flotando en el agua, pero luego nos sentamos al lado de un cadáver decapitado y limitado y solo se preocupan por un dedo roto. Una montaña rusa definida de una película cuando se trata de lógica.",negative,negativo
1704,"Super Troopers was an instant classic. Club Dread, while disappointing to many, had its moments. Puddle Cruisers has fewer moments. I saw this movie on the shelf of my local video store and saw at the bottom that it was made by the Broken Lizard group who made Super Troopers, so naturally I picked it up. I only found one scene to be laugh out loud funny. A far cry from Super Troopers. All in all, I was very disappointed. I would not recommend this to anyone, unless you have an abundance of free time, and really need to kill some time. However, you're better off playing video games, or watching something that might make you laugh or think.",negative,negativo
1705,"Yes, this review may contain spoilers, but you'll thank me for it This is the worst film I've seen in quite some time I came to this board expecting to see the same response I had, but inexplicably, there are several people who love this film and Spacey's performance in particularSome will chastise me for saying it, but I find Kevin Spacey's acting quite limited despite the world's admiration for him I felt like I was watching a meaner version of Kevin's ""American Beauty"" role His character in this film is ridiculously overacted, all the way down to his laughable insults he throws at his assistantThere are all-world trite and boring scenes like when Spacey is tearing into Whaley about bringing him Equal instead of Sweat and Low Somehow, I suspected this particular scene was supposed to be funny, but by this time I was ready to hit the stop button (this is approximately 20 minutes into the film)What about the faux-homage to ""Resevoir Dogs""? Whaley proclaims, ""I think I saw this in a movie once,"" as if he's going to cut off Spacey's ear But what does he use to cut him? An envelope! That's right, he's going to give him paper cuts! That has to be one of Hollywood's all-time worst scenes, and the fact that the actors and director tried to carry it out with a straight face makes it even more appallingI will admit that I didn't see the end of this film (my DVD mercifully locked up about a half hour before the end), but anyone who wishes to say so could spare me the line that I missed a great twist and everything would have made sense Well, I don't care what happened in the end, because it could never make up for all that bad acting and relentlessly over-the-top dialogue I even got the feeling that the actors themselves wanted to get out of this film as bad as I did",negative,negativo
1706,"Ordinarily, Anthony Mann made westerns with 'the big guys' - James Stewart, Gary Cooper, Henry Fonda    the A list cowboy stars But in this B+ film, he tackled something notably different and had quite a bit of success with what turned out to be a truly one of a kind western The main character, played by Victor Mature, is a trapper/ mountain man, and ordinarily they are romanticized in films - Robert Redford in Jeremiah Johnson, that sort of thing, where the hero is not in fact a typical mountain man but a clean cut heroic figure who hangs out with real mountain men Not here For once, a true mountain man - vulgar, crude, animalistic - is the central figure, and it's something to see, giving Mature one of his better later roles The real acting chops are provided by Robert Preston, excellent as a self-absorbed Custer type cavalry commander, and James Whitmore, the poor man's Spencer Tracy, as another of those old timers who feel themselves trapped between ever more hostile Indians on the one side and the oncoming force of civilization on the other Even more impressive is a very young Anne Bancroft as the officer's wife, who is initially repulsed by the very sight of Mature's grisly character, then finds her own veneer of civilization slipping away as she begins to realize, to her own shock, that she's attracted to him Rarely if ever has a remote frontier fort been so accurately realized on screen, without the romantic allure that John Ford gave such a place in his masterful Fort Apache The battle sequences are big scale and notably violent, and particularly impressive if you seen them in widescreen format Good show, and underrated movie, all around",positive,positivo
1707,"La historia de la película es PAT y pintoresca. Dos mujeres viajan a través del Medio Oriente y se descubren. Desafortunadamente, si está buscando una película sobre el Medio Oriente y Asia Central, esto es absolutamente terrible. Los productores de la película no hicieron ninguna investigación o fueron increíblemente perezosos cuando lo filmen. Para empezar, y lo más incorrecto, los nuristanis, ya que fueron conocidos en los años treinta, y, de hecho, desde la década de 1890 y su conversión contundente de Abdul-Rahman Shah de Aghnaistán, no fueron nómadas. De hecho, no han sido nómadas desde las invasiones aryanas de Asia Central sobre las tres milenias. Segundo, la ciudad que se filma como Teherán no es Teherán, que es comprensible, sin embargo, la geografía del área alrededor de la ciudad no podría ser más sorprendentemente. Diferente que la ciudad de Teherán, que está rodeada en todos los lados por una gran cordillera, que predomina a todas las vistas de las ciudades. Persa, persa, a pesar del hecho de que se habla en Irán y Afganistán, nunca se escucha en la película. Cuando hay hablantes nativos que no hablan en alemán, hablan en árabe. De hecho, los 'Persian' guardados en la frontera, de hecho, dicen entre sí 'Ma Hadha Rajal' (esto no es un hombre) y no 'en Mard Nist' como sería en Persa. Además, la canción de amor entre la princesa india y uno de los personajes principales es obviamente en español. Mientras habla en el jardín, uno de los personajes principales dice que el Corán usa las palabras 'Ferdos' y 'Jehaan' y hace referencia a las drogas después de las palabras. Estas palabras ciertamente nunca aparecen en el Corán, ya que son persas para el paraíso (de hecho, Ferdos y el paraíso son cognados muy distantes entre nuestros idiomas) y ""mundo"", respectivamente, aunque Jehaan está cierto que está cerca de 'Jehennan', que es el infierno en árabe. Cuando se encuentran con los nómadas en el desierto, el idioma que se habla también es árabe, a pesar de que no hay hablantes nativos de árabe en Irán y Afganistán y su uso es principalmente religioso, con algún uso en educación en ese momento. Cuando estén Se detuvo en Irán antes de que lleguen a la frontera afgana, las personas que encuentran son totalmente diferentes a cualquier grupo iraní. Sus tiendas son típicamente beduino con alfombras que decoran las paredes y un alto perfil. En Irán, también es extremadamente raro que las personas usen turbantes a menos que sean un clérigo. El idioma que se habla es claramente árabe desde el saludo inicial de 'Ahlan WA Sahlan'. Cuando llegan a Kabul, el desierto se encuentran en arenoso, totalmente a diferencia de la suciedad de la roca que se encuentra en las partes áridas de la cordillera de Hindu Kush. Hay una ausencia del fregado verde claro que cubre el suelo en el verano y la primavera. El área tampoco está consumida por completo por las montañas extremas de la cordillera que ganó su nombre, los asesinos indios, debido a su terreno difícil y limitante. En resumen, la línea de la historia es lo único en esta película que contiene agua y Sigue siendo débil y lugar común. Sin embargo, carece de un atractivo real, siendo simplemente el trazo real, siendo simplemente la historia de dos mujeres que intentan aprender sobre sí mismas a medida que llegan a Nuristán, incluso que aún nacen y no se siente un desarrollo real, dejando a los personajes al final justo donde Estaban en el principio y nada ha cambiado, excepto que la Segunda Guerra Mundial se ha soltado. En resumen, esta es una película realmente mala que habría calificado en una estrella, excepto por las buenas imágenes de Bedouin y los desiertos del Levante, incluso si están diagnontados.",negative,negativo
1708,"El Bloodsucker lidera el baile: ¡qué título es risible, es tan absolutamente engañoso. No es sorprendente que los cineastas intenten y nos engañen, porque esta es una película terrible. La historia básicamente implica un misterio de asesinato en un castillo en una isla remota. Muy poco sucede en esta película. Y cuando algo despierte al espectador de su estupor, invariablemente es una comedia involuntaria en forma de un diálogo atroz entregado por un grupo desesperado de artistas de voz. Estos tipos son tan malos que hacen que los actores entreguen voces para aparecer como un grupo de idiotas de nivel remedial. Realmente es difícil determinar qué tan malo es la actuación cuando tienes doblando este abismal. Pero los artistas de voz no pueden ser culpados por el guión. Es una farsa. Sin intencionalmente divertido en el mejor de los casos, patético en el peor de los casos. La historia en general es, para decir lo menos, desigual. Los personajes de las mujeres son particularmente idiotas; Los hombres son espeluznantes o tediosos. La empresa entera golpeó la pura explotación de la audiencia. No entrega de forma remota lo que promete e incluso cuando los asesinatos (finalmente) comienzan a suceder, todos ocurren en pantalla. Todo lo que obtenemos es unos pocos tiros de cabeza cortados a medias. Algunas personas han dicho que esta película es un Giallo. No puedo aceptar menos con esta opinión. Cualquiera que disfrute de los thrillers italianos debe dar a esta película una amplia litera, ya que no hay nada de forma remota emocionante. Básicamente es una película porno de núcleo suave con un ángulo de horror. Pero tampoco es muy erótico. No puedo recomendarlo a nadie.",negative,negativo
1709,"I thoroughly enjoyed this film, which in many ways, as Hitchcock did on several occasions, was a first attempt at a plot which he re-shot later in his career. Possibly the most amazing thing about it, however, is how faceless the lead characters are. After watching, one remembers Murray Alper as the jovial truck driver, Vaughan Glaser's touching turn as a blind ""patriot"", the unforgettable traveling Freak Show and of course Otto Kruger as the suave and sophisticated villain, all of whom completely overshadow Bob Cummings as the rather wooden fugitive (compare that bridge jump to Harrison Ford's similar stunt in Andrew Davis' ""The Fugitive"") and Priscilla Lane whose change of heart and subsequent love towards Cummings is never quite believable.The other major support player is, of course, Hitchcock himself who bookends the film with 2 extraordinary stunts. Many people criticise the older films for their lack of realistic special effects. My feelings are that with lack of technology, to even attempt and convey what the director wants to show is an amazing achievement.Obviously this film carries an anti-fascist message, made at the time of the Second World War, but being a Hitchcock it is never the most important thing and the emphasis is always on the action. Well worth checking out, especially for the support roles.",positive,positivo
1710,"Man, I really wanted to like these shows. I am starving for some good television and I applaud TNT for providing these ""opportunites"". But, sadly, I am in the minority I guess when it comes to the Cinematic Stephen King. As brilliant as King's writing is, the irony is that it simply doesn't translate well to the screen, big or small. With few exceptions (very few), the King experience cannot be filmed with the same impact that the stories have when read. Many people would disagree with this, but I'm sure that in their heart of hearts they have to admit that the best filmed King story is but a pale memory of the one they read. The reason is simple. The average King story takes place in the mind-scape of the characters in the story. He gives us glimpses of their inner thoughts, their emotions and their sometimes fractured or unreal points of view. In short, King takes the reader places where you can't put a Panavision camera. As an audience watching the filmed King, we're left with less than half the information than the reader has access to. It's not too far a stretch to claim that One becomes a character in a King story they read, whereas One is limited to petty voyeurism of that same character when filmed. For as long as King writes, Hollywood will try shooting everything that comes out of his word processor, without any regard to whether or not they should. I don't blame the filmmakers for trying, but it takes an incredible amount of talent and circumspection to pull off the elusive Stephen King adaptation that works. The task is akin to turning lead into gold, or some arcane Zen mastery. Oh well, better luck next time.",negative,negativo
1711,"On the way back from IMC6 (San Jose, California), all five (mind you, three of us hardcore Kamal fans) of us had reached a unanimous verdict; VV was solid crap and thanks to the movie we were going to have a pretty screwed up Monday. Not to mention, we swore to stay off the theatres for the next year.I won't blame Kamal here because he sort of dropped a hint in a recent interview with cartoonist Madan (on Vijay TV). He said something like, ""Tamizh Cinema'la Photography, Editing'la namba munnera'na maadri Screenplay, Direction, Acting'la innum namba munnera'la"" (Tamil Cinema has grown in terms of Photography and Editing, but we have hardly improved, when it comes to Screenplay, Direction and Acting""). While you're watching VV, those words ring very true.Now, here are the 10 Reasons to hate this movie:1. Harris Jeyaraj2. Harris Jeyaraj3. Harris Jeyaraj I'm barely holding myself from using expletives here, but fact is HJ has mastered the fine knack of screwing up every recent movie of his (remember 'Anniyan', 'Ghajini') with the jarring cacophony, he bills as background music. The next time I have an eardrum transplant, he's paying for it. 4. Songs Neither do the songs help move the movie's narration spatially/temporally nor do they make you sit up and take notice. The film feels like it's made of four VERY long songs with a few scenes thrown in between them.5. A Short gone too far. VV at best is fit to be a short story, not a 2 hour plus ""thriller"". To use a cliché here, like the Energizer bunny it goes on and on and on; only in this case you don't want it to. The later part of a movie feels like a big drag.6. Kamal-Jothika pairing Two ice cubes rubbed together could've produced more sparks than this lead pairing. There's no reason you would root for them to make it together. In fact every time they get together in the second half of the movie, they make a good irritant to the narration. Hate to say this, but Kamalini Mukerjhee's 10 minute romancing does more than what Kamal and Jothika achieve in this movie plus 'Thenali'.7. Kamal Haasan's accent Kamal has this pretentious accent that nobody speaks either in India or in the US; and it isn't new either. He's been doing it since 'Thoongadae Thambi Thoongadae'. It's simply gets on the nerve. Imagine what havoc it can cause when his flair for using this strange accent meets shooting on location in the US. He doesn't leave it at the Immigration either, he offers doses of advice to his men (bewildered TN Cops from Keeranor, Sathoor and beyond) in chaste Kamanglish (""Wha we hav here is plain bad police wok""), of course with nauseating effect.8. Logic There are a few directors whom you expect to stand up to a certain scale. Gautam fails us badly with some crappy performance in the Department of common sense. Which D.C.P in his senses would meet his love interest on the streets to discuss such matters as committing himself and life after! The scene inside the theatre was so bad, towards the climax; we could hear people behind us loudly challenge the Hero's IQ. ""Is he stupid, can't he just use his Siren or Lights?"" (On a busy Madras road, Kamal-the-cop-on-a-police-Jeep chases a guy on a bike just like any ordinary dude!). ""Can't he just use his gun?"" (""The guy on a bike"" starts on foot and we have a fully geared Kamal in hot pursuit for a considerable amount of time). I'm not voting in favour of the later, but I'm just trying to explain the mood inside.9. Gore & Violence If I wanted to watch women being raped, their throats getting slashed, more women getting raped and thrown into the bushes with excruciating authenticity, I would sit at home and rather watch a ""Police Report"" or ""Kuttram"". The use of excessive violence should go in a way to extend the story, not overwhelm it! Somewhere down the line Gautum seems confused about what the extensions (rapes, murders) are and what the mainstay (story) is!10. Even a double shot Espresso couldn't get the pain out of the head.",negative,negativo
1712,"Estoy totalmente de acuerdo con Jamrom4 .. Esta fue la película más horrible que he visto en la que he visto .. Santa mierda fue terrible. Fui advertido que no lo veo ... y tontamente lo vi de todos modos .. unos 10 minutos en lo dolorosoExperiencia, me rendí por completo al ver la atrocidad ... pero se sentó hasta el final ... solo para ver si pudiera ... bueno, lo hice y ahora desearía que no lo hubiera hecho ... fue asqueroso ... que sucedió y el final fueToda la predicadora ... una película que está mal tiene el derecho de sobrevivir ... le implico que todos ustedes se pierden el terror de las unidades grasas del autobús ... si solo había presentado la misma advertencia ... por favor, sálvate de esta película ..Tengo la sensación de que los que lo calificaron altamente estaban involucrados en la realización de la película ... y todo debería ser borrado de la cara del planeta.",negative,negativo
1713,"Jessica: Una historia fantasma es que el nombre implica una historia de fantasmas. ¡El tema está destinado a ser de horror, pero se acerca más a la comedia! Una mujer viene que fue brutalmente asesinada regresa de entre los muertos. Esto constituye lo que esta película intenta pasar como una parcela. Realmente no hay nada más para eso. La película se compone de una serie de escenas deshuesadas relacionadas con un tipo que tenía un asunto con esta mujer antes de su muerte. Además de las escenas de apertura, esta película tiene la aparición de un esfuerzo ""directo a DVD"". A diferencia de las gemas, como la vacante 2, la película no tiene sentido de la dirección o la creatividad y ciertamente le da un mal nombre a las películas ""directamente a DVD"". La dirección es tan pobre que puede ser con una completa falta de suspenso, miedo o tensión. Incluso los elementos del drama están manejados sin esperanza y representan algo más aburrido que incluso la peor telenovela, es posible que haya tenido la desgracia de la demolición. La actuación en todo el ámbito es absolutamente abismal, sin que ningún actor involucrado para demostrar incluso el más mínimo potencial de un éxito. Carrera de actuación. Muchas de las escenas individuales son increíblemente largas, con pausas muy largas entre los intercambios de diálogos. ¡No estoy exagerando! La única razón por la que le doy a esta película una calificación de 2 en lugar de 1 es porque parte de los pobres actuando combinados con un diálogo aún igual de unas pocas risas involuntarias. Hago hincapié en la palabra ""pocos"" en esa oración. Esto no es en general una de las películas ""tan malas"", como la sangre del campamento o la masacre de la pistola de uñas. Si quieres reírse histéricamente, vea esas películas. Si desea ver una película de terror adecuada sobre los fantasmas, observe la leyenda de la casa del infierno, el changeling, el ringu, el ojo (versión original coreana), el rencor, una llamada perdida o un teléfono. Aconseje a cualquiera que haya tenido la buena fortuna de Evitando ver a Jessica: ¡Una historia de fantasmas para mantener el buen trabajo! Solo olvida que esta película existe. ¡No pierdas un pensamiento por eso!",negative,negativo
1714,"Encontré el documental titulado rápido, barato y fuera de control para ser un documental bastante interesante.El documental contenía cuatro documentales ""MINI"" sobre cuatro hombres interesantes.Cada uno de estos hombres estaba extremadamente involucrado con su trabajo, mostrando un gran amor y disfrute por el trabajo de uno. La parte triste, debo decir, tendría que ser los sujetos en los que estas personas funcionaron / estudiaron.Fueron interesantes durante unos cinco minutos, luego se volvieron aburridos y durables por completo demasiado tiempo. El video fue filmado de una manera muy creativa.Disfruté mucho la película de una cosa con una voz dub sobre otra.Tocó excelente y también coincidió muy bien con la música.",negative,negativo
1715,"I got encouraged to watch this film because I've heard good word of it: it was supposed to be this thrilling true crime milestone, disturbing, shocking... all that jazz. Well, I am disturbed because I spent money on it, and I am shocked that something so God-awful actually got released. That's about it.This is a supposed ""new look"" at Charles Manson's family of insane loser junkies and their murders. But if this is a ""new look"" then it's probably ""new"" as in ""fresh and totally inept"": just watching it gave me a headache and I had to give up trying to make any sense of it or even understand just what the director intended it to be.I suppose I should say something about the plot but fact is, it was so stupid and incoherent that I barely remember if there even WAS a plot at all. There was something about a ""Manson tape"" delivered to a radio DJ (or a TV producer?), then an hour of pointless random footage of ""the family"" in '69, then the Polanski murders (looking like a bad school play) and finally some idiotic part about a bunch of skinheads getting drunk and beating the hell out of one another in an alley (I kid you not), and then it ended (thank God) (Don't ask me to make any sense of that, I'm just recalling what I saw!) The performances were terrible, too. And how difficult is it to make a convincing ""Manson""? Get a short skinny scrawny bloke, put a dirty wig and a shaggy beard on him. There's your Manson. But this ""Manson"" doesn't even look right. He just looks like, uh, a bloke in a cheap wig and a glued on Santa beard painted black.Or maybe that's what this film is actually about: Manson's family didn't make any sense, so this film doesn't make any sense, either. It's symbolic! (Yeah, right) I'm still so angry at spending money on this I stopped my normal lurking on this site and registered just to vote 1 for this film and post this warning that will hopefully prevent others from spending their money on this garbage. Stay away from it, it's not even worth renting.PS. The recent US TV production ""Helter Skelter"" got bad reviews here but I saw it last month (I saw the 1976 original too) and let me tell you, compared to ""Manson Family"", that new Helter Skelter is BRILLIANT and FLAWLESS. And I was disappointed in it! That's how bad ""Manson Family"" is: it makes a flawed and mostly disappointing TV movie look perfect.",negative,negativo
1716,"Sólo dos comentarios ... ¿Siete años de diferencia?¡Difícilmente evidencia de la implacable-Power-Power de la película!Como se ha mencionado, el estado de Telemovie de bajo presupuesto de 13 filtros de pórtico es un factor de mitigación en su atractivo limitado.Habiendo dicho que, sin embargo, la cosa no está exenta de mérito, ya sea como entretenimiento o como asustadizo por sexo, la trama en su más básica es una reorganización del horror de Amityville, solo sin mucho horror.Más un caso de intriga!Gibney podría haber hecho una impresión más valiosa si hubiera jugado a Halifax, involucrando un par de asesinatos aparentemente no conectados con la ""casa"" como el principal sospechoso.El guión es mejor que el promedio y la producción en general de un alto nivel.Simplemente no logra enganchar al espectador particularmente en los momentos clave. La ingeniosa escogió el DVD para un mero $ 3.95 la semana pasada en mi tienda de videos regulares, no puedo expresar el gasto.$ 10.95 sería un precio aceptable para la película.¡Simplemente no esperes fuegos artificiales!",positive,positivo
